city,tier,model,seed,n_hours,MAE,RMSE,MASE,nRMSE,RMSE_pct_mean,usd_per_1k,measured_j_per_1k,measured_usd_per_1k,measured_cpu_j_per_1k,measured_gpu_j_per_1k,energy_source,n_params
accra,scarce,seasonal_naive,,8160,7.75,12.257650672131263,0.9812658974255635,1.1577616425324404,68.7880630080632,5.345176153544646e-10,,,,,tdp_proxy,0
accra,scarce,lgbm_direct,,8160,6.2027806511417305,9.735315538394074,0.7853647899582595,0.9195216285555127,54.63310356698155,1.7132303529420078e-05,,,,,tdp_proxy,0
accra,scarce,chronos,,8160,5.612976107332441,10.065579502117956,0.710686714476105,0.9507157749166565,56.486494477980735,8.14234531005948e-05,,,,,tdp_proxy,47718016
accra,scarce,chronos_cov,,8160,6.602101428018447,10.918189529866446,0.8359247719560149,1.0312466378502867,61.27121170306969,3.615870661330215e-05,,,,,tdp_proxy,47718016
accra,scarce,timesfm,,8160,5.769521077473958,9.555629842762185,0.7305076487487984,0.9025499256020797,53.62473489313152,0.00017922956772155077,,,,,tdp_proxy,231289280
accra,scarce,timesfm_cov,,8160,7.102022188380941,11.10752133273423,0.8992222162861792,1.0491294365149773,62.33371285712117,0.00018268572050146757,,,,,tdp_proxy,231289280
addis_ababa,scarce,seasonal_naive,,3610,19.53935185185185,24.20107703449641,2.534844532234148,1.6279535770496016,62.712886322970725,4.818582426566907e-10,,,,,tdp_proxy,0
addis_ababa,scarce,lgbm_direct,,3610,12.685745531639613,16.021439893122952,1.6457246351875696,1.0777272576058072,41.5167778407361,1.5256684521571314e-05,,,,,tdp_proxy,0
addis_ababa,scarce,chronos,,3610,12.657773673534393,16.12700218336427,1.6420958397130807,1.084828202235459,41.79032417499468,2.431791491997299e-05,,,,,tdp_proxy,47718016
addis_ababa,scarce,chronos_cov,,3610,12.875029874426657,16.04320216485742,1.6702805357614057,1.0791911580786808,41.573170986853846,3.428122395335877e-05,,,,,tdp_proxy,47718016
addis_ababa,scarce,timesfm,,3610,12.663501845465767,16.620098597233277,1.6428389567524806,1.1179977206682195,43.068097858585425,0.00019358637324936958,,,,,tdp_proxy,231289280
addis_ababa,scarce,timesfm_cov,,3610,12.772295839245917,16.125036902119845,1.6569528261563622,1.0846960020599377,41.785231490107215,0.00018207589409535607,,,,,tdp_proxy,231289280
amsterdam,rich,seasonal_naive,,11228,4.518740079365079,6.479121516273479,0.8137072952947317,4.417503386969963,163.23631785698458,4.2919580462492173e-10,,,,,tdp_proxy,0
amsterdam,rich,lgbm_direct,,11228,1.3816736447880753,1.7218529828647646,0.24880340642174958,1.1739695519778202,43.38071760314335,1.4909781246589977e-05,,,,,tdp_proxy,0
amsterdam,rich,chronos,,11228,1.3517225271463393,1.6841067571653212,0.24340999089014953,1.148233951950283,42.429731442334365,2.1881477415364413e-05,,,,,tdp_proxy,47718016
amsterdam,rich,chronos_cov,,11228,1.583843844461622,1.9128963620274841,0.28520898927808247,1.3042240583009082,48.193903725235806,3.3936644085770234e-05,,,,,tdp_proxy,47718016
amsterdam,rich,timesfm,,11228,1.2012727689301526,1.5005561429262892,0.21631791130918787,1.023088057087101,37.8053195782395,0.0002084722621637209,,,,,tdp_proxy,231289280
amsterdam,rich,timesfm_cov,,11228,1.3478058747821187,1.6260558856960101,0.24270470389733192,1.1086545242935946,40.9671858667901,0.00020796301214836099,,,,,tdp_proxy,231289280
bangkok,rich,seasonal_naive,,18164,3.6670138888888886,4.798104270547836,0.5227407046291355,2.040272748493918,48.42493797020524,6.372124348504089e-10,,,,,tdp_proxy,0
bangkok,rich,lgbm_direct,,18164,1.6504888789723633,2.000397074991255,0.23528073405742903,0.8506183709520765,20.18903692169475,1.5504799073925016e-05,,,,,tdp_proxy,0
bangkok,rich,chronos,,18164,1.1384245011541578,1.4975052291700552,0.16228485736134288,0.6367763052914966,15.113593566056066,4.132115799519751e-05,,,,,tdp_proxy,47718016
bangkok,rich,chronos_cov,,18164,4.8628239500682,5.97804055356332,0.6932059968052959,2.5420108741059373,60.33346227313696,3.23271423743184e-05,,,,,tdp_proxy,47718016
bangkok,rich,timesfm,,18164,1.1396646896998088,1.400467994096664,0.16246164890178152,0.5955136700618473,14.134243842859519,0.00016857081597562582,,,,,tdp_proxy,231289280
bangkok,rich,timesfm_cov,,18164,5.085720141802651,6.494200535316875,0.7249803275978425,2.7614948797160643,65.54281448595668,0.00021519266317732722,,,,,tdp_proxy,231289280
berlin,rich,seasonal_naive,,19574,2.6047569444444445,3.309015098495004,0.5156625257593834,1.7531554700117589,52.646205556685274,4.686926331487484e-10,,,,,tdp_proxy,0
berlin,rich,lgbm_direct,,19574,1.2926505675041173,1.7362216973867337,0.2559054340886471,0.9198708604596741,27.623169327384378,1.5447721328807042e-05,,,,,tdp_proxy,0
berlin,rich,chronos,,19574,1.2596134126186371,1.7150635252784125,0.24936508383889117,0.9086610097750931,27.28654424564177,3.158409723659538e-05,,,,,tdp_proxy,47718016
