city,tier,model,q,coverage,width
accra,scarce,seasonal_naive,54.0,1.0,108.0
accra,scarce,lgbm_direct,18.704147407871783,0.9642857142857143,37.40829481574357
accra,scarce,chronos,20.065553665161133,0.9464285714285714,40.131107330322266
accra,scarce,chronos_cov,21.18172671739896,0.9523809523809523,42.36345343479792
accra,scarce,nas_gru,22.69988441467285,0.9821428571428571,45.3997688293457
addis_ababa,scarce,seasonal_naive,35.0,0.9166666666666666,70.0
addis_ababa,scarce,lgbm_direct,26.437359800206643,0.9285714285714286,52.874719600413286
addis_ababa,scarce,chronos,29.59551239013672,0.9583333333333334,59.19102478027344
addis_ababa,scarce,chronos_cov,25.94315572350491,0.9404761904761905,51.88631144700982
addis_ababa,scarce,nas_gru,26.227352142333984,0.8988095238095238,52.45470428466797
amsterdam,rich,seasonal_naive,18.8,0.9583333333333334,37.6
amsterdam,rich,lgbm_direct,12.737501297047226,1.0,25.475002594094452
amsterdam,rich,chronos,15.358907413482665,1.0,30.71781482696533
amsterdam,rich,chronos_cov,12.548327301319592,1.0,25.096654602639184
amsterdam,rich,nas_gru,8.636765670776366,1.0,17.273531341552733
bangkok,rich,seasonal_naive,9.5,0.7738095238095238,19.0
bangkok,rich,lgbm_direct,14.419089263430799,1.0,28.838178526861597
bangkok,rich,chronos,12.392483520507813,1.0,24.784967041015626
bangkok,rich,chronos_cov,20.545758864024442,1.0,41.091517728048885
bangkok,rich,nas_gru,13.177754211425782,1.0,26.355508422851564
berlin,rich,seasonal_naive,10.51,0.9107142857142857,21.02
berlin,rich,lgbm_direct,6.45297041986205,0.9761904761904762,12.9059408397241
berlin,rich,chronos,9.89944076538086,1.0,19.79888153076172
berlin,rich,chronos_cov,12.272679160039411,1.0,24.545358320078822
berlin,rich,nas_gru,10.304716110229492,0.9583333333333334,20.609432220458984
bogota,scarce,seasonal_naive,22.0,0.9642857142857143,44.0
bogota,scarce,lgbm_direct,14.923500083599437,0.9404761904761905,29.847000167198875
