city,model_a,model_b,dm_stat,p_value,mean_loss_diff,better,significant_5pct
lagos,lgbm_direct,nas_gru,-3.747582303483585,0.000210214258938344,-1.3287474900894671,lgbm_direct,True
lagos,chronos,chronos_cov,-0.5557381647081197,0.578760813809829,-0.2089737483453123,chronos,False
lagos,chronos,nas_gru,-4.2703114695922695,2.5455588577724068e-05,-1.54828078292665,chronos,True
lagos,chronos_cov,nas_gru,-3.307934012993056,0.0010419490263775916,-1.3393070345813378,chronos_cov,True
lahore,seasonal_naive,lgbm_direct,3.64419215869027,0.0003107756845412114,31.128836286192794,lgbm_direct,True
lahore,seasonal_naive,chronos,3.5779343640169032,0.0003973964816827401,27.79973572776431,chronos,True
lahore,seasonal_naive,chronos_cov,2.6732452356629213,0.007879946730845074,26.3758350486858,chronos_cov,True
lahore,seasonal_naive,nas_gru,2.7341217257067267,0.006587144363018673,26.906280001004536,nas_gru,True
lahore,lgbm_direct,chronos,-0.8927984010044009,0.3726060191677829,-3.3291005584284816,lgbm_direct,False
lahore,lgbm_direct,chronos_cov,-1.3096704912011867,0.191204773478008,-4.753001237506994,lgbm_direct,False
lahore,lgbm_direct,nas_gru,-0.9365962282211809,0.3496409875271471,-4.222556285188256,lgbm_direct,False
lahore,chronos,chronos_cov,-0.30908919125944284,0.7574458243462854,-1.4239006790785123,chronos,False
lahore,chronos,nas_gru,-0.16734132998658527,0.8672024545456922,-0.8934557267597744,chronos,False
lahore,chronos_cov,nas_gru,0.11758605156498045,0.9064661248802697,0.5304449523187383,nas_gru,False
lima,seasonal_naive,lgbm_direct,5.522169642840026,6.725970171695605e-08,5.76013972188396,lgbm_direct,True
lima,seasonal_naive,chronos,4.709183502780513,3.648082859963989e-06,4.298919411659241,chronos,True
lima,seasonal_naive,chronos_cov,5.286863778872868,2.2491912973734567e-07,5.344709707640585,chronos_cov,True
lima,seasonal_naive,nas_gru,4.6761839713897375,4.244307523657402e-06,5.41628399095081,nas_gru,True
lima,lgbm_direct,chronos,-2.315279430844895,0.021201389231823853,-1.4612203102247183,lgbm_direct,True
lima,lgbm_direct,chronos_cov,-1.1943496805364662,0.23318617629435534,-0.415430014243375,lgbm_direct,False
lima,lgbm_direct,nas_gru,-0.5677446694294839,0.5705886506912257,-0.3438557309331478,lgbm_direct,False
lima,chronos,chronos_cov,2.1728401330646956,0.030492828109159723,1.0457902959813434,chronos_cov,True
lima,chronos,nas_gru,1.7139635091716805,0.08746042178597299,1.1173645792915705,nas_gru,False
lima,chronos_cov,nas_gru,0.1405228012951248,0.888331392649613,0.07157428331022715,nas_gru,False
los_angeles,seasonal_naive,lgbm_direct,1.8259927319141287,0.06874136156116127,0.7404522256662166,lgbm_direct,False
los_angeles,seasonal_naive,chronos,1.7621040743347711,0.07896369182033879,0.8368824044863382,chronos,False
los_angeles,seasonal_naive,chronos_cov,1.6436117186652663,0.1011945728370897,0.7644827138573956,chronos_cov,False
los_angeles,seasonal_naive,nas_gru,-0.5737603806673349,0.5665149579304212,-0.2903279386815572,seasonal_naive,False
los_angeles,lgbm_direct,chronos,0.24593707754116828,0.8058815533880556,0.09643017882012173,chronos,False
los_angeles,lgbm_direct,chronos_cov,0.0603698870615612,0.9518970397662617,0.024030488191179214,chronos_cov,False
los_angeles,lgbm_direct,nas_gru,-3.1146247946683054,0.0020007424146248768,-1.0307801643477734,lgbm_direct,True
los_angeles,chronos,chronos_cov,-0.33465351248944386,0.7380959015993558,-0.07239969062894253,chronos,False
los_angeles,chronos,nas_gru,-2.529255451550528,0.011888754274165778,-1.1272103431678953,chronos,True
