train_weeks,model,seed,MASE,usd_per_1k,per_forecast_ms,measured_usd_per_1k,energy_source
4,seasonal_naive,,1.0599886366979416,4.6079288427723377e-10,0.00012152779365553417,,tdp_proxy
4,lgbm_direct,,0.6994916739384177,1.3025278154032093e-05,3.435238194470003,,tdp_proxy
4,nas_gru,42.0,0.7644749998449214,6.659843741848211e-07,0.03805624995341835,,tdp_proxy
4,nas_gru,43.0,0.7760827423158939,3.2537847219929164e-07,0.018593055554245237,,tdp_proxy
4,nas_gru,44.0,0.7920865832875847,3.8000521044523335e-07,0.021714583454013336,,tdp_proxy
4,nas_gru,45.0,0.7590659424154506,2.872673609191325e-07,0.016415277766807575,,tdp_proxy
4,nas_gru,46.0,0.7667091652524624,3.075017361374598e-07,0.017571527779283416,,tdp_proxy
4,chronos,,0.6358747513872555,4.069418402878e-05,2.3253819445017143,,tdp_proxy
4,chronos_cov,,0.6700587339228117,2.5941635417186466e-05,1.4823791666963695,,tdp_proxy
12,seasonal_naive,,1.0599886366979416,4.4499415286770305e-10,0.0001173610952618118,,tdp_proxy
12,lgbm_direct,,0.6597364321266286,1.3406677691212584e-05,3.5358270833967254,,tdp_proxy
12,nas_gru,42.0,0.7860117187347098,2.91423612503018e-07,0.016652777857315313,,tdp_proxy
12,nas_gru,43.0,0.8120790795575443,2.9184895942711996e-07,0.016677083395835426,,tdp_proxy
12,nas_gru,44.0,0.6878737692846081,3.308958328792263e-07,0.018908333307384357,,tdp_proxy
12,nas_gru,45.0,0.8434761555321793,3.494652807805526e-07,0.019969444616031576,,tdp_proxy
12,nas_gru,46.0,0.7520565717837422,2.868055553840855e-07,0.0163888888790906,,tdp_proxy
12,chronos,,0.6358747513872555,2.0329713539821468e-05,1.1616979165612267,,tdp_proxy
12,chronos_cov,,0.6053440809811083,2.589197916929859e-05,1.4795416668170622,,tdp_proxy
26,seasonal_naive,,1.0599886366979416,4.1866331701856793e-10,0.00011041669899390804,,tdp_proxy
26,lgbm_direct,,0.7231818169600872,1.3340118142330674e-05,3.5182729166586393,,tdp_proxy
26,nas_gru,42.0,0.893622117749018,2.97074652987956e-07,0.016975694456454624,,tdp_proxy
26,nas_gru,43.0,0.8652887031285095,3.1318923877026667e-07,0.017896527929729525,,tdp_proxy
26,nas_gru,44.0,0.7943525337110321,2.8740104249259774e-07,0.016422916713862732,,tdp_proxy
26,nas_gru,45.0,0.8465633285523946,2.6826041322338923e-07,0.015329166469907958,,tdp_proxy
26,nas_gru,46.0,0.8549610126589313,3.0081770698113055e-07,0.017189583256064605,,tdp_proxy
26,chronos,,0.6358747513872555,1.961776736202915e-05,1.1210152778302371,,tdp_proxy
26,chronos_cov,,0.6418132441505443,2.396256771008767e-05,1.3692895834335812,,tdp_proxy
52,seasonal_naive,,1.0599886366979416,4.0023146370744885e-10,0.0001055555508678986,,tdp_proxy
52,lgbm_direct,,0.6381955089909654,1.3595500058255749e-05,3.5856263889905273,,tdp_proxy
52,nas_gru,42.0,0.7448866347081321,2.9912847215503765e-07,0.017093055551716436,,tdp_proxy
52,nas_gru,43.0,0.7670373180349395,3.547881937669848e-07,0.020273611072399136,,tdp_proxy
52,nas_gru,44.0,0.5791303099368943,3.707812490776834e-07,0.0211874999472962,,tdp_proxy
52,nas_gru,45.0,0.7185633387469144,4.1165104069780985e-07,0.02352291661130342,,tdp_proxy
52,nas_gru,46.0,0.7744553235726405,4.075312494933314e-07,0.02328749997104751,,tdp_proxy
52,chronos,,0.6358747513872555,1.9464897571752873e-05,1.1122798612430214,,tdp_proxy
52,chronos_cov,,0.597125464521665,2.5646116315682676e-05,1.4654923608961528,,tdp_proxy
