comparator,fraction,n_cities,chronos_wins,comp_wins,mean_mase_chronos,mean_mase_comp,median_diff,wilcoxon_stat,wilcoxon_p,sign_p,wilcoxon_p_holm,chronos_sig_better_5pct,comp_sig_better_5pct
nas_transfer,0.0,15,11,4,0.8432168940134083,0.8991426459849118,-0.03894165284761941,25.0,0.04791259765625,0.11846923828124999,0.191650390625,False,False
nas_transfer,1.0,15,10,5,0.8432168940134083,0.9148531743302647,-0.062008900690149665,29.0,0.083251953125,0.30175781249999994,0.249755859375,False,False
nas_transfer,10.0,15,8,7,0.8432168940134083,0.8882754574758945,-0.003520070833365363,45.0,0.42120361328125,1.0,0.42120361328125,False,False
nas_transfer,100.0,15,11,4,0.8432168940134083,0.8763698408162225,-0.03267864603904572,35.0,0.1688232421875,0.11846923828124999,0.337646484375,False,False
lgbm_refit,1.0,15,14,1,0.8432168940134083,0.9410211900390395,-0.09312667868814783,12.0,0.0042724609375,0.0009765625,0.008544921875,True,False
lgbm_refit,10.0,15,14,1,0.8432168940134083,0.943654240206074,-0.05328277395380229,9.0,0.00201416015625,0.0009765625,0.00604248046875,True,False
lgbm_refit,100.0,15,9,6,0.8432168940134083,0.8579023508245985,-0.015379248507438104,45.0,0.42120361328125,0.6072387695312499,0.42120361328125,False,False
