city,tier,model,n_hours,MAE,RMSE,MASE,nRMSE,RMSE_pct_mean,usd_per_1k
lagos,scarce,seasonal_naive,3378,4.917361111111111,8.016819221617684,0.7075815477257785,0.9867206766206108,74.61362253832384,5.292529042182852e-10
lagos,scarce,lgbm_direct,3378,3.703023357661942,7.412145844904887,0.5328449425360783,0.9122966804057968,68.9858455058366,1.995265578465545e-05
lagos,scarce,nas_gru,3378,4.937280933062236,7.634120737826894,0.7104479018795847,0.939617642807715,71.05179590531752,6.540868061064329e-07
lagos,scarce,chronos,3378,3.811821064021853,7.793984783791967,0.548500341380229,0.9592939202989936,72.53967223798108,3.547101736835935e-05
lagos,scarce,chronos_cov,3378,3.83842225372427,6.634068870241742,0.5523281080533847,0.8165299407951192,61.74417769614858,3.913091144871335e-05
lahore,scarce,seasonal_naive,5563,64.53125,91.90581703704568,1.023065421528841,1.2853770543536538,67.68148539088973,5.134541728087543e-10
lahore,scarce,lgbm_direct,5563,41.944278426368086,54.17171910586805,0.6649761299989593,0.7576352289595242,39.89325739615936,2.306465303706352e-05
lahore,scarce,nas_gru,5563,43.05555274751451,59.73441073719165,0.6825940489420735,0.8354339626399652,43.98974709090518,8.909322847709216e-07
lahore,scarce,chronos,5563,41.10883405473497,55.45386740198433,0.651731163440451,0.7755671080640013,40.837459884861126,7.165167186738269e-05
lahore,scarce,chronos_cov,5563,53.72886459054294,65.08877484107101,0.8518065820914648,0.9103190676492294,47.932819766360986,4.22464583284131e-05
lima,scarce,seasonal_naive,5227,13.798083333333333,16.269777540649482,1.0021006296792558,1.4436130109020389,43.240337489452685,4.3709517032968706e-10
lima,scarce,lgbm_direct,5227,7.724956330008684,10.026566010104188,0.5610332548032485,0.8896545211322375,26.6476967527039,1.8500228907163948e-05
lima,scarce,nas_gru,5227,9.244132063123914,11.9086341362725,0.6713650249463154,1.056649922732064,31.64968653101104,5.672795183879012e-07
lima,scarce,chronos,5227,8.460173235999214,10.881045429352088,0.6144291726742531,0.9654722515278952,28.918654568430483,3.67791788135542e-05
lima,scarce,chronos_cov,5227,8.048266970347704,10.46763229931172,0.5845140374915978,0.92879021503951,27.819922688363064,3.764451735858327e-05
los_angeles,rich,seasonal_naive,8195,5.014833333333333,6.383069346151409,0.7262325902260974,1.3568821813294227,60.82879254921056,5.898147079548195e-10
los_angeles,rich,lgbm_direct,8195,3.745467060089307,4.845621632480208,0.5424069084360099,1.0300589409295793,46.17736343908332,1.9477720577368827e-05
los_angeles,rich,nas_gru,8195,4.526888755533431,5.33426032659967,0.6555699717364695,1.1339314043485362,50.83394793538544,4.6361631272399483e-07
los_angeles,rich,chronos,8195,3.762664545483059,4.663697431746431,0.5448973948655117,0.9913863693277848,44.44367877015706,2.097701909911444e-05
los_angeles,rich,chronos_cov,8195,4.124154554109645,4.988146823947071,0.5972472553405836,1.0603562606365244,47.53558702003213,3.5616085077789546e-05
madrid,rich,seasonal_naive,6431,4.1118191721132895,5.274966868929396,0.7553469145595372,2.188210791080699,151.46465186955794,6.424771459865885e-10
madrid,rich,lgbm_direct,6431,2.0144550099161083,2.4804034018917336,0.3700581938473462,1.0289439962595175,71.22195211812755,2.2789615015578115e-05
madrid,rich,nas_gru,6431,2.299693532343264,2.8286779852836696,0.4224569080928804,1.1734184963983296,81.22225919857397,1.0320868053289206e-06
madrid,rich,chronos,6431,3.756628236947236,4.906432186756749,0.6900978445671657,2.035331808433865,140.88259918105123,5.975048089668336e-05
madrid,rich,chronos_cov,6431,3.287097914381972,3.973739660154824,0.6038444696991414,1.648423624518602,114.10139801840371,3.0267999995380203e-05
manila,scarce,seasonal_naive,10992,20.106250000000003,24.834461663404568,1.6550352361278378,1.479680796613482,60.69728231661391,6.424771459865885e-10
manila,scarce,lgbm_direct,10992,11.075384929799968,14.60673281885822,0.9116643985078364,0.8702947680632528,35.69994782435901,2.0247947626541176e-05
