train_weeks,model,MASE,usd_per_1k,per_forecast_ms
4,seasonal_naive,0.7289962417144654,6.530096335929422e-10,0.00017222232094758915
4,lgbm_direct,0.652404037390549,1.491983179932032e-05,3.934900694326239
8,seasonal_naive,0.7270672324700598,5.766506311138747e-10,0.0001520836829311318
8,lgbm_direct,0.6200928789921452,1.3488048438139904e-05,3.557287500168766
14,seasonal_naive,0.7130449235317805,5.555841232341696e-10,0.00014652768085296784
14,lgbm_direct,0.5812827169136399,1.3764031741191973e-05,3.6300743053693116
18,seasonal_naive,0.7131153203517764,5.555841232341696e-10,0.00014652768085296784
18,lgbm_direct,0.5761946858664561,1.718322508457748e-05,4.53183958274571
