model,avg_rank,nemenyi_cd
lgbm_direct,1.2758620689655173,1.13264665780832
chronos_cov,2.413793103448276,1.13264665780832
chronos,2.896551724137931,1.13264665780832
nas_gru,3.586206896551724,1.13264665780832
seasonal_naive,4.827586206896552,1.13264665780832
