city,tier,model,q,coverage,width
manila,scarce,chronos,1.773844528198243,1.0,3.547689056396486
manila,scarce,chronos_cov,1.7362976422977674,0.9861111111111112,3.472595284595535
manila,scarce,nas_gru,1.7837341308593757,0.9861111111111112,3.5674682617187514
mexico_city,rich,seasonal_naive,6.600000000000001,0.7916666666666666,13.200000000000003
mexico_city,rich,lgbm_direct,2.6888850248233034,0.9166666666666666,5.377770049646607
mexico_city,rich,chronos,2.045053482055664,0.5833333333333334,4.090106964111328
mexico_city,rich,chronos_cov,2.64086915288215,0.8888888888888888,5.2817383057643
mexico_city,rich,nas_gru,1.7385921478271484,0.5833333333333334,3.477184295654297
mumbai,scarce,seasonal_naive,3.5,0.8888888888888888,7.0
mumbai,scarce,lgbm_direct,2.6573269694993726,0.9722222222222222,5.314653938998745
mumbai,scarce,chronos,2.357157135009764,0.9444444444444444,4.714314270019528
mumbai,scarce,chronos_cov,2.585237365262209,0.9166666666666666,5.170474730524418
mumbai,scarce,nas_gru,2.9613822937011705,0.9166666666666666,5.922764587402341
nairobi,scarce,seasonal_naive,3.0999999999999996,1.0,6.199999999999999
nairobi,scarce,lgbm_direct,1.2004155975671296,0.8888888888888888,2.400831195134259
nairobi,scarce,chronos,2.06656551361084,1.0,4.13313102722168
nairobi,scarce,chronos_cov,2.0528675903301483,1.0,4.105735180660297
nairobi,scarce,nas_gru,1.8530101776123047,0.9861111111111112,3.7060203552246094
new_york,rich,seasonal_naive,9.099999999999998,1.0,18.199999999999996
new_york,rich,lgbm_direct,2.848373495478768,0.9444444444444444,5.696746990957536
new_york,rich,chronos,4.2028984069824205,0.9583333333333334,8.405796813964841
new_york,rich,chronos_cov,3.037600540144549,0.7916666666666666,6.075201080289098
new_york,rich,nas_gru,2.5462196350097663,0.9305555555555556,5.092439270019533
paris,rich,seasonal_naive,7.5,1.0,15.0
paris,rich,lgbm_direct,4.798326347425346,1.0,9.596652694850691
paris,rich,chronos,4.4879608154296875,1.0,8.975921630859375
paris,rich,chronos_cov,5.279463056093384,1.0,10.558926112186768
paris,rich,nas_gru,7.650038146972657,1.0,15.300076293945313
santiago,rich,seasonal_naive,11.8,1.0,23.6
santiago,rich,lgbm_direct,2.034539390844218,0.7083333333333334,4.069078781688436
santiago,rich,chronos,6.469323730468751,0.9166666666666666,12.938647460937503
santiago,rich,chronos_cov,2.3276461908370667,0.6111111111111112,4.655292381674133
santiago,rich,nas_gru,8.070236206054688,1.0,16.140472412109375
seoul,rich,seasonal_naive,9.899999999999999,1.0,19.799999999999997
seoul,rich,lgbm_direct,3.632508378625392,1.0,7.265016757250784
seoul,rich,chronos,4.9803512573242195,1.0,9.960702514648439
seoul,rich,chronos_cov,9.457730170138959,1.0,18.915460340277917
seoul,rich,nas_gru,5.267278289794923,1.0,10.534556579589847
sydney,rich,seasonal_naive,9.100000000000001,1.0,18.200000000000003
sydney,rich,lgbm_direct,3.348152438580245,1.0,6.69630487716049
sydney,rich,chronos,7.189382171630861,1.0,14.378764343261722
sydney,rich,chronos_cov,4.933455838691483,1.0,9.866911677382966
sydney,rich,nas_gru,10.063490676879884,1.0,20.126981353759767
toronto,rich,seasonal_naive,8.299999999999997,0.9583333333333334,16.599999999999994
toronto,rich,lgbm_direct,4.047329930048839,0.9305555555555556,8.094659860097678
toronto,rich,chronos,5.229116821289061,0.7777777777777778,10.458233642578122
toronto,rich,chronos_cov,7.969745565847603,0.9305555555555556,15.939491131695206
toronto,rich,nas_gru,6.886571502685548,0.9305555555555556,13.773143005371097
vienna,rich,seasonal_naive,4.800000000000001,0.7361111111111112,9.600000000000001
vienna,rich,lgbm_direct,3.24245174910871,1.0,6.48490349821742
vienna,rich,chronos,3.21980438232422,0.9444444444444444,6.43960876464844
vienna,rich,chronos_cov,4.336006309381663,1.0,8.672012618763326
vienna,rich,nas_gru,7.570910644531253,0.8888888888888888,15.141821289062506
