model,avg_rank,nemenyi_cd
lgbm_direct,1.7241379310344827,1.13264665780832
chronos,1.9310344827586208,1.13264665780832
nas_gru,2.586206896551724,1.13264665780832
seasonal_naive,4.0344827586206895,1.13264665780832
chronos_cov,4.724137931034483,1.13264665780832
