city,tier,model,seed,n_hours,MAE,RMSE,MASE,nRMSE,RMSE_pct_mean,usd_per_1k,measured_j_per_1k,measured_usd_per_1k,measured_cpu_j_per_1k,measured_gpu_j_per_1k,energy_source,n_params
accra,scarce,seasonal_naive,,8160,10.10763888888889,13.621750377001238,1.279916456660393,1.240675349444272,74.16000205248311,9.874132413440545e-10,15.185053171830917,6.327105488262882e-07,0.0,14.381955949771541,codecarbon,0
accra,scarce,lgbm_direct,,8160,7.077356049404526,9.97452336071343,0.8961958946946126,0.9084842192518224,54.303643249252694,1.7787100665211035e-05,46233.99893411532,0.0019264166222548046,12807.607863003457,28005.58490444957,codecarbon,0
accra,scarce,nas_gru,42.0,8160,10.549576494428846,12.422753557043071,1.3358784098292462,1.1314701623417573,67.63238231433657,4.5103819275027484e-07,1635.0447768010968,6.81268657000457e-05,29.87817062836966,1486.8831339498456,codecarbon,160176
accra,scarce,nas_gru,43.0,8160,10.288639465967814,12.203235418662649,1.302836311615145,1.1114763483672832,66.43727411294599,1.6713107571477952e-07,1444.622516230809,6.019260484295037e-05,23.179012828306995,1319.3586943745229,codecarbon,160176
accra,scarce,nas_gru,44.0,8160,9.865999619166056,11.862776512917275,1.2493180071813919,1.0804671931437202,64.58373602495605,2.3994444379443145e-07,1432.631320813,5.969297170054166e-05,28.181575032715433,1305.4906277246148,codecarbon,160176
accra,scarce,nas_gru,45.0,8160,9.74840377436744,11.803883987259708,1.2344270065582803,1.0751032345607454,64.26311131060105,2.3566059060916206e-07,1350.728508529663,5.628035452206929e-05,27.277867140558325,1227.0843150002931,codecarbon,160176
accra,scarce,nas_gru,46.0,8160,8.88109967774815,11.226777441524384,1.1246014777285664,1.0225401024022207,61.121207999225376,2.1878645750601007e-07,1518.556356997276,6.327318154155317e-05,32.63057296632696,1379.3448534749064,codecarbon,160176
accra,scarce,chronos,,8160,6.311644713083903,9.872467036991564,0.7992349178352661,0.8991888818985256,53.748024700445555,2.8680537325903467e-05,4751.150157855141,0.00019796458991063083,31.364270358506438,3960.9371965253217,codecarbon,47718016
accra,scarce,chronos_cov,,8160,7.75288645157357,11.029866893752446,0.9817373834849407,1.0046053982779484,60.04918082042919,1.7783463540834215e-05,414.3924136130831,1.7266350567211792e-05,12.233921368102992,341.8683290505598,codecarbon,47718016
addis_ababa,scarce,seasonal_naive,,3610,16.38189814814815,21.030014690941957,2.1802846042950486,1.4089480669603476,65.00609883601749,8.544415432307114e-10,0.742569444203885,3.094039350849521e-08,0.0,0.0,codecarbon,0
addis_ababa,scarce,lgbm_direct,,3610,11.800315055885271,15.06875492141574,1.5705167380183036,1.009561497223898,46.57918627984567,1.8623317201952768e-05,43432.962920125916,0.0018097067883385799,11322.582850304212,26988.341035100173,codecarbon,0
addis_ababa,scarce,nas_gru,42.0,3610,12.26174719452858,16.46061997373582,1.6319292421562732,1.1028122915650311,50.88159493182294,1.8794878428707307e-07,624.7675727687064,2.6031982198696096e-05,17.448815450009644,556.024750374834,codecarbon,160176
addis_ababa,scarce,nas_gru,43.0,3610,12.27162091255188,16.376725357474534,1.6332433460042322,1.09719160327038,50.622267404161256,3.596553829589134e-07,583.9572901629064,2.4331553756787767e-05,14.14273001630672,522.2330566746758,codecarbon,160176
addis_ababa,scarce,nas_gru,44.0,3610,12.120349281231562,16.154217545582956,1.6131104404122407,1.08228424556971,49.93447117462082,1.990138878227299e-07,601.4413347483568,2.5060055614514866e-05,11.499261364957507,543.1184900497876,codecarbon,160176
addis_ababa,scarce,nas_gru,45.0,3610,12.258568694061703,16.355897975583286,1.6315062120794162,1.0957962309947649,50.557887665696256,2.7327951506271745e-07,626.9562066689447,2.6123175277872695e-05,7.319831947370101,568.2296212498883,codecarbon,160176
addis_ababa,scarce,nas_gru,46.0,3610,12.27787719488144,16.333948496902085,1.6340760014096012,1.0943256815912978,50.49003940208264,2.070590304962631e-07,612.5363456141491,2.5522347733922878e-05,19.534701516564176,544.7052968753086,codecarbon,160176
